#LIBRARY    ENDF/B-VII.1
#REACTION   U-235(N,F`),SIG
#NUCLEUS    U-235
#MF         3
#MT         19
#EN-MIN     1e-05
#EN-MAX     2e+07
#E,eV        Sig,b        Interpolation
 4.79613876e+00 12.707801 Lin-Lin
 4.80262280e+00 14.133977 Lin-Lin
 4.81775141e+00 17.641443 Lin-Lin
 4.82423544e+00 19.033802 Lin-Lin
 4.82834148e+00 19.818684 Lin-Lin
 4.83223200e+00 20.467548 Lin-Lin
 4.83579779e+00 20.965519 Lin-Lin
 4.83903980e+00 21.327202 Lin-Lin
 4.84282207e+00 21.629272 Lin-Lin
 4.84606409e+00 21.779087 Lin-Lin
 4.84930563e+00 21.824604 Lin-Lin
 4.85189915e+00 21.785107 Lin-Lin
 4.85578966e+00 21.600571 Lin-Lin
 4.85935545e+00 21.303644 Lin-Lin
 4.86357021e+00 20.805592 Lin-Lin
 4.86789274e+00 20.146290 Lin-Lin
 4.87221479e+00 19.359428 Lin-Lin
 4.87653732e+00 18.471289 Lin-Lin
 4.88296795e+00 17.023108 Lin-Lin
 4.89496422e+00 14.199075 Lin-Lin
 4.90063667e+00 12.925262 Lin-Lin
 4.90593815e+00 11.818531 Lin-Lin
 4.90947247e+00 11.136144 Lin-Lin
 4.91300726e+00 10.502571 Lin-Lin
 4.91618824e+00 9.975777 Lin-Lin
 4.92042923e+00 9.338129 Lin-Lin
 4.92467070e+00 8.773360 Lin-Lin
 4.92891216e+00 8.278419 Lin-Lin
 4.93315315e+00 7.848809 Lin-Lin
 4.93739462e+00 7.479105 Lin-Lin
 4.94092894e+00 7.212511 Lin-Lin
 4.94446373e+00 6.979896 Lin-Lin
 4.94799805e+00 6.777799 Lin-Lin
 4.95329952e+00 6.524661 Lin-Lin
 4.95860147e+00 6.322430 Lin-Lin
 4.96390295e+00 6.162041 Lin-Lin
 4.96991158e+00 6.021166 Lin-Lin
 4.97627354e+00 5.909625 Lin-Lin
 4.98263550e+00 5.828382 Lin-Lin
 4.99111795e+00 5.756080 Lin-Lin
 4.99960089e+00 5.714872 Lin-Lin
 5.01020432e+00 5.695650 Lin-Lin
 5.01373863e+00 5.695597 Lin-Lin
 5.02787638e+00 5.720409 Lin-Lin
 5.04201412e+00 5.777496 Lin-Lin
 5.05615187e+00 5.860314 Lin-Lin
 5.07382393e+00 5.994591 Lin-Lin
 5.09149599e+00 6.159732 Lin-Lin
 5.10916853e+00 6.354317 Lin-Lin
 5.12684059e+00 6.578318 Lin-Lin
 5.14492321e+00 6.838872 Lin-Lin
 5.16300583e+00 7.132658 Lin-Lin
 5.18108845e+00 7.461554 Lin-Lin
 5.19917107e+00 7.827561 Lin-Lin
 5.21750879e+00 8.238581 Lin-Lin
 5.23584652e+00 8.691339 Lin-Lin
 5.25418425e+00 9.186798 Lin-Lin
 5.27252197e+00 9.724906 Lin-Lin
 5.29440403e+00 10.420603 Lin-Lin
 5.31628656e+00 11.168531 Lin-Lin
 5.35869980e+00 12.720737 Lin-Lin
 5.40394068e+00 14.385908 Lin-Lin
 5.42514706e+00 15.105672 Lin-Lin
 5.44776726e+00 15.791269 Lin-Lin
 5.46897411e+00 16.333702 Lin-Lin
 5.49018049e+00 16.762625 Lin-Lin
 5.51068068e+00 17.061554 Lin-Lin
 5.53082657e+00 17.244488 Lin-Lin
 5.55380058e+00 17.327751 Lin-Lin
