#LIBRARY    ENDF/B-VIII.1
#REACTION   AM-241(N,TOT),SIG
#NUCLEUS    Am-241
#MF         3
#MT         1
#EN-MIN     1e-05
#EN-MAX     3e+07
#E,eV        Sig,b        Interpolation
 3.19390893e-01 4478.039062 Lin-Lin
 3.21184069e-01 4218.591309 Lin-Lin
 3.24574649e-01 3727.842529 Lin-Lin
 3.24577302e-01 3727.458008 Lin-Lin
 3.25027347e-01 3662.313721 Lin-Lin
 3.26858908e-01 3411.111084 Lin-Lin
 3.27320129e-01 3347.875488 Lin-Lin
 3.27996939e-01 3260.713379 Lin-Lin
 3.29156488e-01 3111.357666 Lin-Lin
 3.29612911e-01 3052.593262 Lin-Lin
 3.30887794e-01 2899.227051 Lin-Lin
 3.31356734e-01 2842.835205 Lin-Lin
 3.32635283e-01 2699.009766 Lin-Lin
 3.33100587e-01 2646.691406 Lin-Lin
 3.34382802e-01 2512.636230 Lin-Lin
 3.34852636e-01 2463.538574 Lin-Lin
 3.36146742e-01 2338.460449 Lin-Lin
 3.36621076e-01 2292.638184 Lin-Lin
 3.37918907e-01 2177.161621 Lin-Lin
 3.38389516e-01 2135.309082 Lin-Lin
 3.39691073e-01 2029.047852 Lin-Lin
 3.39696586e-01 2028.596924 Lin-Lin
 3.40174586e-01 1989.602783 Lin-Lin
 3.41488212e-01 1891.492920 Lin-Lin
 3.41967970e-01 1855.680298 Lin-Lin
 3.43285382e-01 1765.793335 Lin-Lin
 3.43761384e-01 1733.333252 Lin-Lin
 3.44489098e-01 1688.037842 Lin-Lin
 3.45090985e-01 1650.587280 Lin-Lin
 3.45580071e-01 1620.173218 Lin-Lin
 3.46913517e-01 1544.562256 Lin-Lin
 3.47398758e-01 1517.061401 Lin-Lin
 3.48736018e-01 1447.964233 Lin-Lin
 3.49226028e-01 1422.659912 Lin-Lin
 3.49349201e-01 1416.860474 Lin-Lin
 3.50575686e-01 1359.151245 Lin-Lin
 3.51070374e-01 1335.887451 Lin-Lin
 3.52423906e-01 1277.848633 Lin-Lin
 3.52914721e-01 1256.814331 Lin-Lin
 3.54272127e-01 1203.744385 Lin-Lin
 3.54277909e-01 1203.519287 Lin-Lin
 3.54776412e-01 1184.049438 Lin-Lin
 3.56146455e-01 1135.216431 Lin-Lin
 3.56646806e-01 1117.391235 Lin-Lin
 3.58020753e-01 1072.673584 Lin-Lin
 3.58517170e-01 1056.525024 Lin-Lin
 3.59276116e-01 1033.953735 Lin-Lin
 3.59903872e-01 1015.295715 Lin-Lin
 3.60413939e-01 1000.143005 Lin-Lin
 3.61804605e-01 962.346436 Lin-Lin
 3.62310708e-01 948.598877 Lin-Lin
 3.63575220e-01 916.675720 Lin-Lin
 3.63705367e-01 913.662659 Lin-Lin
 3.64344865e-01 898.865662 Lin-Lin
 3.65623981e-01 869.288147 Lin-Lin
 3.66139889e-01 857.363281 Lin-Lin
 3.66909027e-01 841.511536 Lin-Lin
 3.68704587e-01 804.523254 Lin-Lin
 3.69479120e-01 790.272644 Lin-Lin
 3.69485110e-01 790.162170 Lin-Lin
 3.71305466e-01 756.713562 Lin-Lin
 3.72085452e-01 743.893860 Lin-Lin
 3.73906344e-01 713.985657 Lin-Lin
 3.74691784e-01 702.429749 Lin-Lin
 3.74697894e-01 702.340149 Lin-Lin
 3.76543939e-01 675.220520 Lin-Lin
 3.77334893e-01 664.800232 Lin-Lin
 3.79181504e-01 640.489441 Lin-Lin
 3.79978031e-01 631.076294 Lin-Lin
 3.81856292e-01 608.893677 Lin-Lin
 3.82645875e-01 600.516602 Lin-Lin
 3.82658422e-01 600.383545 Lin-Lin
 3.84531081e-01 580.549927 Lin-Lin
 3.85338813e-01 572.861694 Lin-Lin
 3.87243599e-01 554.743591 Lin-Lin
 3.88057053e-01 547.789062 Lin-Lin
 3.89956117e-01 531.563416 Lin-Lin
 3.90775263e-01 525.274048 Lin-Lin
 3.90781611e-01 525.225281 Lin-Lin
 3.92706901e-01 510.468994 Lin-Lin
 3.93531829e-01 504.791595 Lin-Lin
 3.95457685e-01 491.545776 Lin-Lin
 3.96288395e-01 486.557465 Lin-Lin
