#LIBRARY    ENDF/B-VIII.1
#REACTION   GD-155(N,TOT),SIG
#NUCLEUS    Gd-155
#MF         3
#MT         1
#EN-MIN     1e-05
#EN-MAX     2e+07
#E,eV        Sig,b        Interpolation
 2.03504086e+00 1374.668457 Lin-Lin
 2.03559256e+00 1368.871460 Lin-Lin
 2.04000759e+00 1316.656250 Lin-Lin
 2.04207683e+00 1292.164551 Lin-Lin
 2.04221487e+00 1290.530884 Lin-Lin
 2.04662967e+00 1233.345703 Lin-Lin
 2.05159640e+00 1168.969116 Lin-Lin
 2.05545950e+00 1118.868530 Lin-Lin
 2.05656314e+00 1104.591675 Lin-Lin
 2.05755663e+00 1091.731934 Lin-Lin
 2.06235933e+00 1029.574341 Lin-Lin
 2.06373715e+00 1011.734619 Lin-Lin
 2.06925583e+00 943.613037 Lin-Lin
 2.06981516e+00 937.101135 Lin-Lin
